Ensembl Gene ID	Ensembl Transcript ID
ENSMUSG00000078960	ENSMUST00000039199
ENSMUSG00000073524	ENSMUST00000097510
ENSMUSG00000041771	ENSMUST00000079020
ENSMUSG00000073525	ENSMUST00000097511
ENSMUSG00000073526	ENSMUST00000097512
ENSMUSG00000025952	ENSMUST00000114063
ENSMUSG00000025952	ENSMUST00000027089
ENSMUSG00000025952	ENSMUST00000114064
ENSMUSG00000024298	ENSMUST00000057501
ENSMUSG00000075535	ENSMUST00000100422
ENSMUSG00000069334	ENSMUST00000091807
ENSMUSG00000036078	ENSMUST00000071561
ENSMUSG00000036078	ENSMUST00000059354
ENSMUSG00000048546	ENSMUST00000050467
ENSMUSG00000004885	ENSMUST00000005019
ENSMUSG00000079602	ENSMUST00000114915
ENSMUSG00000079526	ENSMUST00000114067
ENSMUSG00000021538	ENSMUST00000022019
ENSMUSG00000007591	ENSMUST00000007735
ENSMUSG00000031861	ENSMUST00000066018
ENSMUSG00000031861	ENSMUST00000034325
ENSMUSG00000023074	ENSMUST00000096447
ENSMUSG00000023074	ENSMUST00000023836
ENSMUSG00000020070	ENSMUST00000020264
ENSMUSG00000020070	ENSMUST00000122231
ENSMUSG00000020070	ENSMUST00000062600
ENSMUSG00000020070	ENSMUST00000119567
ENSMUSG00000020070	ENSMUST00000092458
ENSMUSG00000066224	ENSMUST00000084698
ENSMUSG00000029913	ENSMUST00000081219
ENSMUSG00000029913	ENSMUST00000031973
ENSMUSG00000029913	ENSMUST00000031976
ENSMUSG00000048039	ENSMUST00000055984
ENSMUSG00000022900	ENSMUST00000119464
ENSMUSG00000022900	ENSMUST00000023617
ENSMUSG00000022900	ENSMUST00000089618
ENSMUSG00000067299	ENSMUST00000045028
ENSMUSG00000024548	ENSMUST00000025430
ENSMUSG00000079527	ENSMUST00000114068
ENSMUSG00000073424	ENSMUST00000008801
ENSMUSG00000025783	ENSMUST00000114919
ENSMUSG00000025783	ENSMUST00000026889
ENSMUSG00000004896	ENSMUST00000005016
ENSMUSG00000024768	ENSMUST00000025680
ENSMUSG00000021509	ENSMUST00000021971
ENSMUSG00000036013	ENSMUST00000114835
ENSMUSG00000036013	ENSMUST00000039864
ENSMUSG00000028447	ENSMUST00000030158
ENSMUSG00000049001	ENSMUST00000054351
ENSMUSG00000062464	ENSMUST00000077639
ENSMUSG00000074885	ENSMUST00000099476
ENSMUSG00000041781	ENSMUST00000047357
ENSMUSG00000070870	ENSMUST00000097711
ENSMUSG00000070870	ENSMUST00000087359
ENSMUSG00000037603	ENSMUST00000042061
ENSMUSG00000022389	ENSMUST00000023024
ENSMUSG00000022389	ENSMUST00000052561
ENSMUSG00000022389	ENSMUST00000109553
ENSMUSG00000002320	ENSMUST00000121791
ENSMUSG00000002320	ENSMUST00000121937
ENSMUSG00000002320	ENSMUST00000120041
ENSMUSG00000002320	ENSMUST00000122358
ENSMUSG00000002320	ENSMUST00000002391
ENSMUSG00000042790	ENSMUST00000057333
ENSMUSG00000042790	ENSMUST00000058720
ENSMUSG00000042790	ENSMUST00000085928
ENSMUSG00000015619	ENSMUST00000102976
ENSMUSG00000036114	ENSMUST00000038434
ENSMUSG00000022901	ENSMUST00000023618
ENSMUSG00000022901	ENSMUST00000089620
ENSMUSG00000079342	ENSMUST00000112506
ENSMUSG00000079604	ENSMUST00000114921
ENSMUSG00000079603	ENSMUST00000114920
ENSMUSG00000025955	ENSMUST00000069142
ENSMUSG00000021508	ENSMUST00000021970
ENSMUSG00000075537	ENSMUST00000100425
ENSMUSG00000036022	ENSMUST00000114838
ENSMUSG00000036022	ENSMUST00000114837
ENSMUSG00000036022	ENSMUST00000071023
ENSMUSG00000036022	ENSMUST00000114841
ENSMUSG00000062319	ENSMUST00000076071
ENSMUSG00000044162	ENSMUST00000053641
ENSMUSG00000044162	ENSMUST00000114236
ENSMUSG00000075538	ENSMUST00000100426
ENSMUSG00000048904	ENSMUST00000058475
ENSMUSG00000036875	ENSMUST00000092462
ENSMUSG00000019710	ENSMUST00000119968
ENSMUSG00000019710	ENSMUST00000121920
ENSMUSG00000019710	ENSMUST00000121048
ENSMUSG00000019710	ENSMUST00000019854
ENSMUSG00000021189	ENSMUST00000021606
ENSMUSG00000024552	ENSMUST00000025434
ENSMUSG00000036246	ENSMUST00000036074
ENSMUSG00000051344	ENSMUST00000097713
ENSMUSG00000061082	ENSMUST00000114843
ENSMUSG00000061082	ENSMUST00000074861
ENSMUSG00000048440	ENSMUST00000003416
ENSMUSG00000024766	ENSMUST00000058385
ENSMUSG00000024766	ENSMUST00000112508
ENSMUSG00000024766	ENSMUST00000025694
ENSMUSG00000029917	ENSMUST00000031980
ENSMUSG00000049625	ENSMUST00000061504
ENSMUSG00000051980	ENSMUST00000114847
ENSMUSG00000051980	ENSMUST00000063597
ENSMUSG00000022390	ENSMUST00000109554
ENSMUSG00000022390	ENSMUST00000096328
ENSMUSG00000080018	ENSMUST00000116133
ENSMUSG00000054905	ENSMUST00000068182
ENSMUSG00000045005	ENSMUST00000063982
ENSMUSG00000079344	ENSMUST00000112511
ENSMUSG00000004897	ENSMUST00000121203
ENSMUSG00000004897	ENSMUST00000005017
ENSMUSG00000003435	ENSMUST00000003527
ENSMUSG00000028444	ENSMUST00000064443
ENSMUSG00000028444	ENSMUST00000084701
ENSMUSG00000028444	ENSMUST00000102961
ENSMUSG00000028444	ENSMUST00000102962
ENSMUSG00000061126	ENSMUST00000003413
ENSMUSG00000029919	ENSMUST00000031982
ENSMUSG00000071253	ENSMUST00000044977
ENSMUSG00000075009	ENSMUST00000099674
ENSMUSG00000070871	ENSMUST00000114077
ENSMUSG00000070871	ENSMUST00000094898
ENSMUSG00000032086	ENSMUST00000078111
ENSMUSG00000032086	ENSMUST00000034591
ENSMUSG00000022902	ENSMUST00000023619
ENSMUSG00000047146	ENSMUST00000099675
ENSMUSG00000047146	ENSMUST00000050826
ENSMUSG00000021188	ENSMUST00000110038
ENSMUSG00000021188	ENSMUST00000085086
ENSMUSG00000021188	ENSMUST00000021605
ENSMUSG00000015937	ENSMUST00000099477
ENSMUSG00000015937	ENSMUST00000045788
ENSMUSG00000015937	ENSMUST00000016081
ENSMUSG00000028445	ENSMUST00000030156
ENSMUSG00000059336	ENSMUST00000091813
ENSMUSG00000059336	ENSMUST00000025433
ENSMUSG00000004895	ENSMUST00000005015
ENSMUSG00000071561	ENSMUST00000096089
ENSMUSG00000071573	ENSMUST00000096114
ENSMUSG00000025630	ENSMUST00000026723
ENSMUSG00000031862	ENSMUST00000093467
ENSMUSG00000031862	ENSMUST00000034326
ENSMUSG00000002319	ENSMUST00000047131
ENSMUSG00000021506	ENSMUST00000021968
ENSMUSG00000037426	ENSMUST00000118698
ENSMUSG00000037426	ENSMUST00000049780
ENSMUSG00000037426	ENSMUST00000114460
ENSMUSG00000037426	ENSMUST00000087897
ENSMUSG00000037426	ENSMUST00000120902
ENSMUSG00000037426	ENSMUST00000119705
ENSMUSG00000037426	ENSMUST00000046788
ENSMUSG00000003438	ENSMUST00000098629
ENSMUSG00000003438	ENSMUST00000081946
ENSMUSG00000079595	ENSMUST00000114851
ENSMUSG00000025956	ENSMUST00000114079
ENSMUSG00000025956	ENSMUST00000053469
ENSMUSG00000079594	ENSMUST00000114850
ENSMUSG00000071562	ENSMUST00000042097
ENSMUSG00000039840	ENSMUST00000044622
ENSMUSG00000022391	ENSMUST00000052374
ENSMUSG00000028071	ENSMUST00000029709
ENSMUSG00000028071	ENSMUST00000107581
ENSMUSG00000055178	ENSMUST00000061490
ENSMUSG00000029920	ENSMUST00000031984
ENSMUSG00000079563	ENSMUST00000114454
ENSMUSG00000079563	ENSMUST00000114455
ENSMUSG00000079563	ENSMUST00000114456
ENSMUSG00000053467	ENSMUST00000065921
ENSMUSG00000013663	ENSMUST00000013807
ENSMUSG00000063765	ENSMUST00000072910
ENSMUSG00000021186	ENSMUST00000021603
ENSMUSG00000061322	ENSMUST00000119127
ENSMUSG00000061322	ENSMUST00000038752
ENSMUSG00000061322	ENSMUST00000102963
ENSMUSG00000021499	ENSMUST00000021961
ENSMUSG00000021499	ENSMUST00000109898
ENSMUSG00000043090	ENSMUST00000039427
ENSMUSG00000043090	ENSMUST00000098687
ENSMUSG00000043090	ENSMUST00000039786
ENSMUSG00000051949	ENSMUST00000063539
ENSMUSG00000078961	ENSMUST00000109562
ENSMUSG00000054280	ENSMUST00000094889
ENSMUSG00000054280	ENSMUST00000067224
ENSMUSG00000054280	ENSMUST00000120129
ENSMUSG00000069223	ENSMUST00000091588
ENSMUSG00000073043	ENSMUST00000101351
ENSMUSG00000002107	ENSMUST00000114923
ENSMUSG00000002107	ENSMUST00000114924
ENSMUSG00000002107	ENSMUST00000114927
ENSMUSG00000002107	ENSMUST00000002176
ENSMUSG00000002107	ENSMUST00000100429
ENSMUSG00000002107	ENSMUST00000114934
ENSMUSG00000068320	ENSMUST00000089628
ENSMUSG00000021496	ENSMUST00000021958
ENSMUSG00000025626	ENSMUST00000101587
ENSMUSG00000025626	ENSMUST00000078944
ENSMUSG00000002324	ENSMUST00000002395
ENSMUSG00000078097	ENSMUST00000090238
ENSMUSG00000079597	ENSMUST00000114858
ENSMUSG00000073207	ENSMUST00000101588
ENSMUSG00000025429	ENSMUST00000091817
ENSMUSG00000025429	ENSMUST00000114741
ENSMUSG00000025429	ENSMUST00000026496
ENSMUSG00000003436	ENSMUST00000094650
ENSMUSG00000003436	ENSMUST00000108315
ENSMUSG00000003436	ENSMUST00000050191
ENSMUSG00000020456	ENSMUST00000079291
ENSMUSG00000020456	ENSMUST00000101555
ENSMUSG00000020456	ENSMUST00000081894
ENSMUSG00000020456	ENSMUST00000093350
ENSMUSG00000020456	ENSMUST00000101554
ENSMUSG00000020456	ENSMUST00000109797
ENSMUSG00000020456	ENSMUST00000003461
ENSMUSG00000071424	ENSMUST00000095852
ENSMUSG00000055110	ENSMUST00000114854
ENSMUSG00000055110	ENSMUST00000068507
ENSMUSG00000025958	ENSMUST00000027097
ENSMUSG00000025958	ENSMUST00000027099
ENSMUSG00000025958	ENSMUST00000087366
ENSMUSG00000025958	ENSMUST00000049932
ENSMUSG00000059657	ENSMUST00000079184
ENSMUSG00000073529	ENSMUST00000097515
ENSMUSG00000060956	ENSMUST00000077110
ENSMUSG00000079548	ENSMUST00000067307
ENSMUSG00000013662	ENSMUST00000070210
ENSMUSG00000046750	ENSMUST00000056589
ENSMUSG00000046750	ENSMUST00000108316
ENSMUSG00000021497	ENSMUST00000021959
ENSMUSG00000028439	ENSMUST00000030150
ENSMUSG00000028439	ENSMUST00000108050
ENSMUSG00000028439	ENSMUST00000108049
ENSMUSG00000028439	ENSMUST00000108052
ENSMUSG00000070705	ENSMUST00000094651
ENSMUSG00000021187	ENSMUST00000110047
ENSMUSG00000021187	ENSMUST00000095460
ENSMUSG00000036162	ENSMUST00000038960
ENSMUSG00000039578	ENSMUST00000101352
ENSMUSG00000039578	ENSMUST00000045522
ENSMUSG00000052142	ENSMUST00000063824
ENSMUSG00000020074	ENSMUST00000105443
ENSMUSG00000020074	ENSMUST00000020268
ENSMUSG00000034362	ENSMUST00000096090
ENSMUSG00000023452	ENSMUST00000071829
ENSMUSG00000023452	ENSMUST00000120591
ENSMUSG00000023452	ENSMUST00000061895
ENSMUSG00000054648	ENSMUST00000110209
ENSMUSG00000054648	ENSMUST00000080987
ENSMUSG00000054648	ENSMUST00000110211
ENSMUSG00000046058	ENSMUST00000059596
ENSMUSG00000045767	ENSMUST00000109900
ENSMUSG00000045767	ENSMUST00000057844
ENSMUSG00000075229	ENSMUST00000099937
ENSMUSG00000005640	ENSMUST00000107582
ENSMUSG00000005640	ENSMUST00000029711
ENSMUSG00000002325	ENSMUST00000053473
ENSMUSG00000002325	ENSMUST00000002396
ENSMUSG00000043987	ENSMUST00000114625
ENSMUSG00000043987	ENSMUST00000040263
ENSMUSG00000043987	ENSMUST00000084234
ENSMUSG00000043987	ENSMUST00000117194
ENSMUSG00000043987	ENSMUST00000114628
ENSMUSG00000054641	ENSMUST00000067803
ENSMUSG00000079549	ENSMUST00000114267
ENSMUSG00000036923	ENSMUST00000045500
ENSMUSG00000004394	ENSMUST00000004508
ENSMUSG00000039046	ENSMUST00000042503
ENSMUSG00000039046	ENSMUST00000114937
ENSMUSG00000039046	ENSMUST00000091473
ENSMUSG00000060427	ENSMUST00000121886
ENSMUSG00000060427	ENSMUST00000074982
ENSMUSG00000064018	ENSMUST00000071597
ENSMUSG00000024899	ENSMUST00000025833
ENSMUSG00000071083	ENSMUST00000095282
ENSMUSG00000055653	ENSMUST00000114857
ENSMUSG00000055653	ENSMUST00000069360
ENSMUSG00000003955	ENSMUST00000004057
ENSMUSG00000057924	ENSMUST00000072427
ENSMUSG00000022394	ENSMUST00000023029
ENSMUSG00000028441	ENSMUST00000030152
ENSMUSG00000028441	ENSMUST00000095126
ENSMUSG00000048749	ENSMUST00000056627
ENSMUSG00000034379	ENSMUST00000042203
ENSMUSG00000014932	ENSMUST00000072311
ENSMUSG00000047014	ENSMUST00000055156
ENSMUSG00000079038	ENSMUST00000110214
ENSMUSG00000028072	ENSMUST00000029712
ENSMUSG00000002409	ENSMUST00000085901
ENSMUSG00000002409	ENSMUST00000002483
ENSMUSG00000073053	ENSMUST00000101373
ENSMUSG00000046312	ENSMUST00000054920
ENSMUSG00000025959	ENSMUST00000114086
ENSMUSG00000025959	ENSMUST00000055001
ENSMUSG00000025959	ENSMUST00000114089
ENSMUSG00000042922	ENSMUST00000055270
ENSMUSG00000025889	ENSMUST00000114268
ENSMUSG00000024896	ENSMUST00000025827
ENSMUSG00000031119	ENSMUST00000033450
ENSMUSG00000031119	ENSMUST00000114860
ENSMUSG00000039063	ENSMUST00000114941
ENSMUSG00000039063	ENSMUST00000042658
ENSMUSG00000044689	ENSMUST00000061282
ENSMUSG00000024893	ENSMUST00000025824
ENSMUSG00000059897	ENSMUST00000078275
ENSMUSG00000059897	ENSMUST00000110216
ENSMUSG00000020076	ENSMUST00000020270
ENSMUSG00000075545	ENSMUST00000100435
ENSMUSG00000025961	ENSMUST00000027102
ENSMUSG00000046764	ENSMUST00000060147
ENSMUSG00000046764	ENSMUST00000082153
ENSMUSG00000028443	ENSMUST00000030154
ENSMUSG00000031118	ENSMUST00000114866
ENSMUSG00000031118	ENSMUST00000033449
ENSMUSG00000024050	ENSMUST00000087699
ENSMUSG00000024050	ENSMUST00000003725
ENSMUSG00000024050	ENSMUST00000114462
ENSMUSG00000024050	ENSMUST00000114463
ENSMUSG00000024050	ENSMUST00000087703
ENSMUSG00000024050	ENSMUST00000064694
ENSMUSG00000021500	ENSMUST00000099479
ENSMUSG00000021500	ENSMUST00000091589
ENSMUSG00000047098	ENSMUST00000100545
ENSMUSG00000047098	ENSMUST00000019443
ENSMUSG00000073045	ENSMUST00000101355
ENSMUSG00000046865	ENSMUST00000042405
ENSMUSG00000036306	ENSMUST00000037049
ENSMUSG00000078775	ENSMUST00000098633
ENSMUSG00000045319	ENSMUST00000054254
ENSMUSG00000045319	ENSMUST00000114942
ENSMUSG00000055024	ENSMUST00000068387
ENSMUSG00000041846	ENSMUST00000048305
ENSMUSG00000045441	ENSMUST00000051065
ENSMUSG00000021501	ENSMUST00000021963
ENSMUSG00000055780	ENSMUST00000114869
ENSMUSG00000055780	ENSMUST00000069509
ENSMUSG00000004393	ENSMUST00000004507
ENSMUSG00000078776	ENSMUST00000059886
ENSMUSG00000022905	ENSMUST00000004054
ENSMUSG00000051555	ENSMUST00000049869
ENSMUSG00000047818	ENSMUST00000062071
ENSMUSG00000014956	ENSMUST00000015100
ENSMUSG00000049232	ENSMUST00000062626
ENSMUSG00000043241	ENSMUST00000060092
ENSMUSG00000025428	ENSMUST00000114748
ENSMUSG00000025428	ENSMUST00000114749
ENSMUSG00000025428	ENSMUST00000026495
ENSMUSG00000075547	ENSMUST00000100443
ENSMUSG00000022400	ENSMUST00000023036
ENSMUSG00000022400	ENSMUST00000109569
ENSMUSG00000032087	ENSMUST00000054307
ENSMUSG00000032087	ENSMUST00000040855
ENSMUSG00000032087	ENSMUST00000034592
ENSMUSG00000047108	ENSMUST00000057236
ENSMUSG00000040451	ENSMUST00000087384
ENSMUSG00000040451	ENSMUST00000099514
ENSMUSG00000028438	ENSMUST00000051409
ENSMUSG00000028438	ENSMUST00000030148
ENSMUSG00000028438	ENSMUST00000108055
ENSMUSG00000002625	ENSMUST00000050214
ENSMUSG00000047730	ENSMUST00000076648
ENSMUSG00000062184	ENSMUST00000114871
ENSMUSG00000062184	ENSMUST00000088172
ENSMUSG00000020075	ENSMUST00000045866
ENSMUSG00000079197	ENSMUST00000111378
ENSMUSG00000025962	ENSMUST00000087369
ENSMUSG00000025962	ENSMUST00000027103
ENSMUSG00000021504	ENSMUST00000064701
ENSMUSG00000021504	ENSMUST00000100764
ENSMUSG00000020447	ENSMUST00000004505
ENSMUSG00000078384	ENSMUST00000098634
ENSMUSG00000022401	ENSMUST00000041609
ENSMUSG00000078777	ENSMUST00000082169
ENSMUSG00000022217	ENSMUST00000022828
ENSMUSG00000041840	ENSMUST00000048192
ENSMUSG00000037709	ENSMUST00000089860
ENSMUSG00000022906	ENSMUST00000114877
ENSMUSG00000022906	ENSMUST00000023622
ENSMUSG00000022906	ENSMUST00000114878
ENSMUSG00000022906	ENSMUST00000114880
ENSMUSG00000025815	ENSMUST00000095147
ENSMUSG00000025815	ENSMUST00000026924
ENSMUSG00000047466	ENSMUST00000056196
ENSMUSG00000047466	ENSMUST00000074653
ENSMUSG00000058569	ENSMUST00000109905
ENSMUSG00000058569	ENSMUST00000075961
ENSMUSG00000025427	ENSMUST00000026494
ENSMUSG00000028437	ENSMUST00000108059
ENSMUSG00000028437	ENSMUST00000108060
ENSMUSG00000028437	ENSMUST00000072866
ENSMUSG00000055430	ENSMUST00000059539
ENSMUSG00000059412	ENSMUST00000085938
ENSMUSG00000059412	ENSMUST00000041005
ENSMUSG00000059412	ENSMUST00000041082
ENSMUSG00000043506	ENSMUST00000059746
ENSMUSG00000025963	ENSMUST00000027104
ENSMUSG00000025963	ENSMUST00000114094
ENSMUSG00000036955	ENSMUST00000105444
ENSMUSG00000036955	ENSMUST00000065887
ENSMUSG00000024045	ENSMUST00000002699
ENSMUSG00000036109	ENSMUST00000041495
ENSMUSG00000036109	ENSMUST00000114875
ENSMUSG00000036109	ENSMUST00000114876
ENSMUSG00000022403	ENSMUST00000023039
ENSMUSG00000049502	ENSMUST00000081933
ENSMUSG00000049502	ENSMUST00000114885
ENSMUSG00000049502	ENSMUST00000055814
ENSMUSG00000022216	ENSMUST00000089619
ENSMUSG00000028073	ENSMUST00000107587
ENSMUSG00000028073	ENSMUST00000079083
ENSMUSG00000028073	ENSMUST00000029714
ENSMUSG00000028073	ENSMUST00000090981
ENSMUSG00000066705	ENSMUST00000085939
ENSMUSG00000069085	ENSMUST00000090313
ENSMUSG00000050029	ENSMUST00000053593
ENSMUSG00000068324	ENSMUST00000089635
ENSMUSG00000022215	ENSMUST00000022826
ENSMUSG00000021182	ENSMUST00000057748
ENSMUSG00000021182	ENSMUST00000081610
ENSMUSG00000021182	ENSMUST00000110055
ENSMUSG00000021182	ENSMUST00000085096
ENSMUSG00000021182	ENSMUST00000068411
ENSMUSG00000006273	ENSMUST00000006435
ENSMUSG00000053838	ENSMUST00000109805
ENSMUSG00000053838	ENSMUST00000109806
ENSMUSG00000053838	ENSMUST00000066496
ENSMUSG00000032818	ENSMUST00000096547
ENSMUSG00000032818	ENSMUST00000035501
ENSMUSG00000072880	ENSMUST00000101128
ENSMUSG00000036131	ENSMUST00000060650
ENSMUSG00000021495	ENSMUST00000021957
ENSMUSG00000037129	ENSMUST00000034597
ENSMUSG00000022404	ENSMUST00000023040
ENSMUSG00000030603	ENSMUST00000032824
ENSMUSG00000028436	ENSMUST00000030145
ENSMUSG00000020077	ENSMUST00000105445
ENSMUSG00000020077	ENSMUST00000105446
ENSMUSG00000020077	ENSMUST00000020271
ENSMUSG00000023084	ENSMUST00000023846
ENSMUSG00000024887	ENSMUST00000112527
ENSMUSG00000024887	ENSMUST00000096119
ENSMUSG00000070428	ENSMUST00000075229
ENSMUSG00000025816	ENSMUST00000026926
ENSMUSG00000025816	ENSMUST00000114951
ENSMUSG00000025816	ENSMUST00000026925
ENSMUSG00000025816	ENSMUST00000102981
ENSMUSG00000025425	ENSMUST00000079618
ENSMUSG00000025425	ENSMUST00000075290
ENSMUSG00000074608	ENSMUST00000099111
ENSMUSG00000047415	ENSMUST00000110065
ENSMUSG00000047415	ENSMUST00000110066
ENSMUSG00000047415	ENSMUST00000053668
ENSMUSG00000073532	ENSMUST00000097520
ENSMUSG00000050164	ENSMUST00000057957
ENSMUSG00000034422	ENSMUST00000042665
ENSMUSG00000029804	ENSMUST00000031823
ENSMUSG00000029804	ENSMUST00000114286
ENSMUSG00000029804	ENSMUST00000041401
ENSMUSG00000047938	ENSMUST00000052276
ENSMUSG00000056718	ENSMUST00000071016
ENSMUSG00000036330	ENSMUST00000037478
ENSMUSG00000032089	ENSMUST00000034594
ENSMUSG00000063047	ENSMUST00000080175
ENSMUSG00000063047	ENSMUST00000081618
ENSMUSG00000031112	ENSMUST00000114887
ENSMUSG00000031112	ENSMUST00000033444
ENSMUSG00000029134	ENSMUST00000101382
ENSMUSG00000029134	ENSMUST00000101377
ENSMUSG00000029134	ENSMUST00000101376
ENSMUSG00000073210	ENSMUST00000101590
ENSMUSG00000021494	ENSMUST00000021956
ENSMUSG00000052595	ENSMUST00000075838
ENSMUSG00000022849	ENSMUST00000023555
ENSMUSG00000022214	ENSMUST00000117701
ENSMUSG00000022214	ENSMUST00000121622
ENSMUSG00000022214	ENSMUST00000117236
ENSMUSG00000022214	ENSMUST00000072530
ENSMUSG00000048173	ENSMUST00000050044
ENSMUSG00000070709	ENSMUST00000076770
ENSMUSG00000070709	ENSMUST00000050485
ENSMUSG00000070709	ENSMUST00000098639
ENSMUSG00000050504	ENSMUST00000057071
ENSMUSG00000056281	ENSMUST00000070304
ENSMUSG00000053588	ENSMUST00000066106
ENSMUSG00000032091	ENSMUST00000034599
ENSMUSG00000029135	ENSMUST00000031017
ENSMUSG00000053536	ENSMUST00000066039
ENSMUSG00000078778	ENSMUST00000108330
ENSMUSG00000025817	ENSMUST00000114962
ENSMUSG00000025817	ENSMUST00000026927
ENSMUSG00000073058	ENSMUST00000031308
ENSMUSG00000035711	ENSMUST00000047877
ENSMUSG00000024002	ENSMUST00000114475
ENSMUSG00000024002	ENSMUST00000120276
ENSMUSG00000024002	ENSMUST00000121285
ENSMUSG00000024002	ENSMUST00000119123
ENSMUSG00000024002	ENSMUST00000003726
ENSMUSG00000022848	ENSMUST00000023554
ENSMUSG00000021185	ENSMUST00000110069
ENSMUSG00000021185	ENSMUST00000110068
ENSMUSG00000021185	ENSMUST00000069782
ENSMUSG00000021185	ENSMUST00000110070
ENSMUSG00000021185	ENSMUST00000110073
ENSMUSG00000029802	ENSMUST00000114294
ENSMUSG00000029802	ENSMUST00000031822
ENSMUSG00000020420	ENSMUST00000053722
ENSMUSG00000046480	ENSMUST00000060125
ENSMUSG00000020078	ENSMUST00000020272
ENSMUSG00000020078	ENSMUST00000092473
ENSMUSG00000020078	ENSMUST00000105447
ENSMUSG00000037577	ENSMUST00000087721
ENSMUSG00000057144	ENSMUST00000078890
ENSMUSG00000058108	ENSMUST00000077593
ENSMUSG00000078779	ENSMUST00000108331
ENSMUSG00000078779	ENSMUST00000108332
ENSMUSG00000043361	ENSMUST00000060521
ENSMUSG00000025423	ENSMUST00000080968
ENSMUSG00000025423	ENSMUST00000114776
ENSMUSG00000025423	ENSMUST00000114777
ENSMUSG00000071428	ENSMUST00000095862
ENSMUSG00000030604	ENSMUST00000069967
ENSMUSG00000040618	ENSMUST00000048781
ENSMUSG00000070304	ENSMUST00000093855
ENSMUSG00000048697	ENSMUST00000049694
ENSMUSG00000075607	ENSMUST00000100552
ENSMUSG00000074385	ENSMUST00000098827
ENSMUSG00000025964	ENSMUST00000093930
ENSMUSG00000025964	ENSMUST00000097717
ENSMUSG00000025964	ENSMUST00000114101
ENSMUSG00000025964	ENSMUST00000114103
ENSMUSG00000025964	ENSMUST00000087374
ENSMUSG00000025964	ENSMUST00000114107
ENSMUSG00000025964	ENSMUST00000114108
ENSMUSG00000052920	ENSMUST00000073581
ENSMUSG00000052920	ENSMUST00000065067
ENSMUSG00000058661	ENSMUST00000077702
ENSMUSG00000060687	ENSMUST00000072266
ENSMUSG00000078385	ENSMUST00000105175
ENSMUSG00000028433	ENSMUST00000108066
ENSMUSG00000028433	ENSMUST00000108067
ENSMUSG00000028433	ENSMUST00000108068
ENSMUSG00000028433	ENSMUST00000030143
ENSMUSG00000060390	ENSMUST00000073616
ENSMUSG00000039128	ENSMUST00000100445
ENSMUSG00000039128	ENSMUST00000043864
ENSMUSG00000024868	ENSMUST00000025803
ENSMUSG00000068465	ENSMUST00000089899
ENSMUSG00000079609	ENSMUST00000114983
ENSMUSG00000040632	ENSMUST00000062232
ENSMUSG00000040632	ENSMUST00000111404
ENSMUSG00000042292	ENSMUST00000100406
ENSMUSG00000042292	ENSMUST00000042239
ENSMUSG00000042292	ENSMUST00000109579
ENSMUSG00000059362	ENSMUST00000079870
ENSMUSG00000020079	ENSMUST00000020273
ENSMUSG00000048534	ENSMUST00000050020
ENSMUSG00000058588	ENSMUST00000081186
ENSMUSG00000025420	ENSMUST00000026486
ENSMUSG00000038146	ENSMUST00000087723
ENSMUSG00000021180	ENSMUST00000110076
ENSMUSG00000021180	ENSMUST00000043599
ENSMUSG00000036241	ENSMUST00000040008
ENSMUSG00000024863	ENSMUST00000025797
ENSMUSG00000027520	ENSMUST00000114131
ENSMUSG00000027520	ENSMUST00000114132
ENSMUSG00000027520	ENSMUST00000029025
ENSMUSG00000052133	ENSMUST00000089640
ENSMUSG00000052133	ENSMUST00000120756
ENSMUSG00000052133	ENSMUST00000050625
ENSMUSG00000037640	ENSMUST00000108336
ENSMUSG00000037640	ENSMUST00000042641
ENSMUSG00000002791	ENSMUST00000002868
ENSMUSG00000021493	ENSMUST00000109909
ENSMUSG00000021493	ENSMUST00000069968
ENSMUSG00000021493	ENSMUST00000069929
ENSMUSG00000021493	ENSMUST00000046246
ENSMUSG00000057897	ENSMUST00000101586
ENSMUSG00000057897	ENSMUST00000002817
ENSMUSG00000057897	ENSMUST00000066431
ENSMUSG00000057897	ENSMUST00000101585
ENSMUSG00000057897	ENSMUST00000109812
ENSMUSG00000057897	ENSMUST00000090443
ENSMUSG00000057897	ENSMUST00000109813
ENSMUSG00000057897	ENSMUST00000093355
ENSMUSG00000057897	ENSMUST00000019133
ENSMUSG00000057897	ENSMUST00000109815
ENSMUSG00000037788	ENSMUST00000042127
ENSMUSG00000037788	ENSMUST00000114297
ENSMUSG00000070305	ENSMUST00000093856
ENSMUSG00000070305	ENSMUST00000114663
ENSMUSG00000070305	ENSMUST00000114664
ENSMUSG00000057093	ENSMUST00000120004
ENSMUSG00000057093	ENSMUST00000076421
ENSMUSG00000058607	ENSMUST00000080982
ENSMUSG00000052192	ENSMUST00000063964
ENSMUSG00000046856	ENSMUST00000050536
ENSMUSG00000041977	ENSMUST00000090982
ENSMUSG00000041977	ENSMUST00000039476
ENSMUSG00000025421	ENSMUST00000097521
ENSMUSG00000025421	ENSMUST00000026485
ENSMUSG00000025421	ENSMUST00000026487
ENSMUSG00000025421	ENSMUST00000097522
ENSMUSG00000022212	ENSMUST00000074225
ENSMUSG00000020080	ENSMUST00000020277
ENSMUSG00000031111	ENSMUST00000114891
ENSMUSG00000031111	ENSMUST00000072037
ENSMUSG00000031111	ENSMUST00000114893
ENSMUSG00000031111	ENSMUST00000033442
