Ensembl Gene ID	Chromosome Name	Gene Start (bp)	Gene End (bp)	Strand
ENSMUSG00000027822	3	63737429	63768690	-1
ENSMUSG00000024790	19	6116004	6118586	-1
ENSMUSG00000029994	6	86686834	86743578	-1
ENSMUSG00000091509	14	105508607	105513893	-1
ENSMUSG00000089707	14	104092200	104098659	-1
ENSMUSG00000048581	3	63718606	63733394	-1
ENSMUSG00000085651	11	115323359	115324768	-1
ENSMUSG00000083769	11	114525922	114526223	1
ENSMUSG00000091445	7	108700967	108709379	-1
ENSMUSG00000062391	11	114274715	114310174	-1
ENSMUSG00000028833	4	126420994	126430682	-1
ENSMUSG00000091525	NT_166392	87209	119789	-1
ENSMUSG00000060735	15	10963472	10967723	-1
ENSMUSG00000035027	10	80568660	80587442	1
ENSMUSG00000079751	NT_166310	75665	113177	-1
ENSMUSG00000021615	13	89913632	90229213	-1
ENSMUSG00000038648	6	37277255	37392146	-1
ENSMUSG00000087393	11	109707192	109709790	1
ENSMUSG00000081524	11	109020501	109021508	-1
ENSMUSG00000086268	11	108800624	108803329	-1
ENSMUSG00000083996	11	107393245	107393619	-1
ENSMUSG00000022141	15	8241225	8394463	-1
ENSMUSG00000017221	11	98543868	98557293	1
ENSMUSG00000058613	15	82608361	82612540	-1
ENSMUSG00000017204	11	98525665	98539022	1
ENSMUSG00000024807	19	6046576	6053712	1
ENSMUSG00000071644	19	9041531	9052969	1
ENSMUSG00000082767	11	104892471	104893161	1
ENSMUSG00000058581	14	56629373	56630188	-1
ENSMUSG00000083782	11	104352927	104353338	1
ENSMUSG00000064224	11	98487674	98499540	1
ENSMUSG00000071649	19	8994864	9001724	1
ENSMUSG00000079432	X	131702163	131712171	-1
ENSMUSG00000090127	11	99740552	99741139	1
ENSMUSG00000089761	14	52048412	52051983	1
ENSMUSG00000022452	15	82169389	82179521	1
ENSMUSG00000084845	4	155108909	155114673	1
ENSMUSG00000078324	X	31875769	31877469	-1
ENSMUSG00000084896	11	97945771	97946738	-1
ENSMUSG00000046679	6	86388368	86423494	1
ENSMUSG00000084168	11	97629374	97629764	1
ENSMUSG00000069053	Y	155156	180667	1
ENSMUSG00000015312	10	80392836	80394949	1
ENSMUSG00000084368	11	96978110	96978229	-1
ENSMUSG00000029038	4	155078909	155107988	1
ENSMUSG00000074738	4	155068451	155070590	1
ENSMUSG00000020952	12	52478567	52551083	1
ENSMUSG00000081249	11	96656753	96657166	-1
ENSMUSG00000040899	17	8429077	8449992	1
ENSMUSG00000075586	11	96309637	96325861	-1
ENSMUSG00000090367	NT_166350	421539	422621	1
ENSMUSG00000079452	NT_166281	113840	116200	1
ENSMUSG00000091224	NT_166418	252619	254949	1
ENSMUSG00000086191	11	95561420	95574068	-1
ENSMUSG00000071660	19	8883565	8893823	-1
ENSMUSG00000091054	NT_166416	772449	773531	-1
ENSMUSG00000082463	14	45831198	45832107	1
ENSMUSG00000038208	11	98249991	98261804	-1
ENSMUSG00000075611	11	94616451	94622496	-1
ENSMUSG00000086003	11	93994799	94017090	1
ENSMUSG00000081604	11	93898532	93898942	-1
ENSMUSG00000091023	NT_166347	351549	352232	-1
ENSMUSG00000079077	NT_166376	5922	8245	1
ENSMUSG00000063109	11	88927402	88930412	1
ENSMUSG00000000702	NT_166433	11955	18898	1
ENSMUSG00000091590	NT_166434	82539	88332	1
ENSMUSG00000044639	11	87757905	87758316	1
ENSMUSG00000029061	4	155024764	155027493	-1
ENSMUSG00000091356	NT_166363	141016	143348	1
ENSMUSG00000085310	11	86935069	86940460	-1
ENSMUSG00000024937	19	5707376	5726317	-1
ENSMUSG00000079778	NT_166434	43184	45173	1
ENSMUSG00000073870	NT_166434	23216	24834	-1
ENSMUSG00000090540	NT_166404	584933	586015	-1
ENSMUSG00000090109	14	44569379	44569838	1
ENSMUSG00000082806	11	84924628	84925295	-1
ENSMUSG00000086799	11	84642680	84644370	1
ENSMUSG00000064125	8	4209545	4217312	-1
ENSMUSG00000063480	15	81871749	81878028	-1
ENSMUSG00000053706	3	61166172	61169873	-1
ENSMUSG00000087534	11	81400863	81406980	1
ENSMUSG00000079794	NT_166280	135395	136519	-1
ENSMUSG00000081663	11	80636282	80636695	-1
ENSMUSG00000079762	NT_166303	38749	43025	1
ENSMUSG00000030725	7	107307787	107309875	1
ENSMUSG00000024973	19	7687031	7714132	1
ENSMUSG00000086569	11	79483874	79488630	-1
ENSMUSG00000085115	11	78522240	78523263	-1
ENSMUSG00000090670	NT_161892	278566	279555	-1
ENSMUSG00000029998	6	86336000	86347144	-1
ENSMUSG00000090681	14	44170670	44172941	-1
ENSMUSG00000027761	3	59835685	59844082	1
ENSMUSG00000040165	8	3940222	3954746	-1
ENSMUSG00000073682	4	154988522	155019608	-1
ENSMUSG00000080701	11	75957760	75958221	1
ENSMUSG00000030726	7	107230621	107270075	-1
ENSMUSG00000087059	11	75608270	75638743	1
ENSMUSG00000028140	3	94247240	94255052	1
ENSMUSG00000090657	14	43811999	43814222	-1
ENSMUSG00000035239	7	106959949	106976927	-1
ENSMUSG00000000579	17	6646959	6655064	-1
ENSMUSG00000084387	11	73246793	73247726	-1
ENSMUSG00000050075	3	58900370	58905743	-1
ENSMUSG00000091558	19	7372148	7379018	1
ENSMUSG00000081961	11	73353921	73354855	-1
ENSMUSG00000017679	2	163428050	163444749	1
ENSMUSG00000057522	11	95275394	95354720	1
ENSMUSG00000044349	2	158201374	158211881	1
ENSMUSG00000020546	11	90337806	90499398	-1
ENSMUSG00000020483	11	87793027	87801035	-1
ENSMUSG00000034121	11	87666717	87677305	1
ENSMUSG00000038324	2	155460007	155518120	-1
ENSMUSG00000018697	11	84236357	84327024	-1
ENSMUSG00000027487	2	154161116	154198746	-1
ENSMUSG00000069792	11	83517493	83519770	1
ENSMUSG00000091297	4	120261350	120282278	1
ENSMUSG00000028678	4	116832244	116855244	-1
ENSMUSG00000070383	11	73589889	73594091	-1
ENSMUSG00000082420	5	67281603	67282123	1
ENSMUSG00000087703	5	36065204	36067134	1
ENSMUSG00000026917	2	27370677	27392055	1
ENSMUSG00000051517	4	43509014	43512567	-1
ENSMUSG00000091129	9	106528913	106529943	1
ENSMUSG00000007589	14	56295455	56300654	-1
ENSMUSG00000051790	11	69636624	69651286	-1
ENSMUSG00000002325	14	56222408	56228867	1
ENSMUSG00000027750	3	54165031	54194961	1
ENSMUSG00000029656	4	104438922	104477153	1
ENSMUSG00000073875	4	42090151	42090576	-1
ENSMUSG00000050619	2	120984009	120996861	-1
ENSMUSG00000067261	4	99322990	99325362	1
ENSMUSG00000070616	4	143101215	143132374	1
ENSMUSG00000027272	2	120686005	120796451	-1
ENSMUSG00000040770	14	55551608	55554671	1
ENSMUSG00000055067	1	180882091	181448172	-1
ENSMUSG00000042985	5	136514366	136521173	1
ENSMUSG00000042250	3	90530828	90545439	1
ENSMUSG00000085585	11	54061102	54067997	1
ENSMUSG00000082545	11	50161130	50161391	1
ENSMUSG00000092000	4	88425008	88426563	1
ENSMUSG00000086981	11	46357711	46370569	1
ENSMUSG00000085402	11	32803137	32826160	-1
ENSMUSG00000082078	11	30468182	30468898	-1
ENSMUSG00000085559	11	4174092	4181934	1
ENSMUSG00000034219	5	130189277	130210134	-1
ENSMUSG00000044017	5	129602625	129710474	1
ENSMUSG00000038026	1	174251164	174259394	-1
ENSMUSG00000074272	7	26246721	26262644	-1
ENSMUSG00000027351	2	116947110	117008015	1
ENSMUSG00000028124	3	121948475	121972902	1
ENSMUSG00000075520	2	15963753	16072433	1
ENSMUSG00000052389	2	13479475	13481951	1
ENSMUSG00000090491	5	73585067	73647827	-1
ENSMUSG00000072978	1	78964212	78964654	-1
ENSMUSG00000019080	15	76531972	76534669	1
ENSMUSG00000026730	2	12845668	12925080	1
ENSMUSG00000066036	4	138908524	139045503	1
ENSMUSG00000020491	11	58680718	58696790	1
ENSMUSG00000043314	11	58268417	58269482	-1
ENSMUSG00000023266	17	47825979	47841235	1
ENSMUSG00000020477	11	5603986	5615683	-1
ENSMUSG00000020484	11	5420662	5425896	1
ENSMUSG00000085638	9	29398069	29400095	-1
ENSMUSG00000039158	4	63028159	63064479	-1
ENSMUSG00000029470	5	123157593	123179747	1
ENSMUSG00000042626	3	89222365	89233937	1
ENSMUSG00000033502	3	115975471	116126950	-1
ENSMUSG00000028251	4	21684529	21694359	-1
ENSMUSG00000074653	3	30577980	30598765	-1
ENSMUSG00000057101	7	24866943	24892717	1
ENSMUSG00000039989	11	118938887	118947535	-1
ENSMUSG00000028252	4	21654645	21687069	1
ENSMUSG00000053815	14	51237836	51238940	1
ENSMUSG00000074334	7	20707005	20707928	-1
ENSMUSG00000059149	1	133919383	133964639	-1
ENSMUSG00000029195	5	65739625	65775242	1
ENSMUSG00000068373	2	103983230	104250491	-1
ENSMUSG00000022564	15	76077237	76080334	1
ENSMUSG00000026207	1	75371872	75428895	1
ENSMUSG00000054920	5	65498807	65559427	1
ENSMUSG00000037913	5	65456368	65482794	-1
ENSMUSG00000047036	9	122761032	122771246	-1
ENSMUSG00000029185	5	65361310	65433113	1
ENSMUSG00000028041	3	89142464	89153932	-1
ENSMUSG00000023935	17	45582830	45611887	-1
ENSMUSG00000028040	3	89137312	89141950	-1
ENSMUSG00000034689	14	96280485	96281994	1
ENSMUSG00000020380	11	53463021	53520821	-1
ENSMUSG00000042268	1	133640599	133668081	1
ENSMUSG00000079356	17	71876236	71905883	1
ENSMUSG00000057667	7	20091163	20093680	-1
ENSMUSG00000029603	5	121130211	121161936	-1
ENSMUSG00000020454	11	3102395	3144591	1
ENSMUSG00000021840	14	47917966	47948460	1
ENSMUSG00000024151	17	88071885	88123052	1
ENSMUSG00000036391	11	51505765	51577136	-1
ENSMUSG00000091479	15	66761169	66762669	1
ENSMUSG00000089804	15	37161676	37163064	-1
ENSMUSG00000089966	15	7291914	7292516	1
ENSMUSG00000020773	11	115967066	115988524	-1
ENSMUSG00000028212	4	11118498	11131926	1
ENSMUSG00000036545	11	50415586	50621075	1
ENSMUSG00000067285	5	42459199	42608037	1
ENSMUSG00000024254	17	85075642	85099673	1
ENSMUSG00000078688	4	60080259	60167161	-1
ENSMUSG00000027217	2	93041917	93174662	-1
ENSMUSG00000028386	4	59917998	59927928	-1
ENSMUSG00000068749	3	108059844	108082892	1
ENSMUSG00000034482	17	35245224	35248936	1
ENSMUSG00000037712	14	46078467	46149793	-1
ENSMUSG00000063827	11	49348689	49349624	1
ENSMUSG00000057767	11	49337223	49338162	1
ENSMUSG00000044170	11	49327120	49328153	1
ENSMUSG00000063305	7	19259456	19271534	-1
ENSMUSG00000007050	17	35118805	35122834	1
ENSMUSG00000003617	3	19857054	19909145	1
ENSMUSG00000003505	7	18931157	18940356	-1
ENSMUSG00000059923	11	115505359	115569911	-1
ENSMUSG00000026568	1	167391168	167411345	1
ENSMUSG00000040405	11	46548582	46593080	1
ENSMUSG00000029093	5	36359829	36740788	-1
ENSMUSG00000026135	1	74611701	74634820	-1
ENSMUSG00000071042	17	75835245	75928383	1
ENSMUSG00000041740	5	115691421	115722907	-1
ENSMUSG00000073418	17	34865328	34880842	-1
ENSMUSG00000091657	14	43540883	43546209	-1
ENSMUSG00000048578	5	115592990	115608188	-1
ENSMUSG00000026582	1	165978365	165987808	1
ENSMUSG00000024069	17	74794972	74823569	1
ENSMUSG00000079270	14	42556680	42562132	-1
ENSMUSG00000019158	7	17038128	17040838	1
ENSMUSG00000044375	17	72092897	72102225	-1
ENSMUSG00000023020	15	99556049	99558567	1
ENSMUSG00000046491	11	43287808	43305027	1
ENSMUSG00000023011	15	99327436	99358448	-1
ENSMUSG00000028367	4	57956245	57969283	-1
ENSMUSG00000052117	4	57921355	57929169	-1
ENSMUSG00000037548	17	34282216	34288494	1
ENSMUSG00000029577	5	114830637	114871177	1
ENSMUSG00000018661	11	113510483	113528368	1
ENSMUSG00000001416	3	88101038	88125689	1
ENSMUSG00000049336	11	35820158	37049466	-1
ENSMUSG00000060777	7	117670306	117670638	1
ENSMUSG00000063430	5	113919467	114039679	1
ENSMUSG00000002104	2	90875777	90885886	1
ENSMUSG00000024099	17	66428135	66450899	-1
ENSMUSG00000003929	17	33466287	33495823	-1
ENSMUSG00000072722	5	112878446	112880758	1
ENSMUSG00000078605	11	109000605	109005683	-1
ENSMUSG00000074024	7	99886168	99889978	-1
ENSMUSG00000058153	5	112848180	113006205	-1
ENSMUSG00000003032	4	55540013	55545347	-1
ENSMUSG00000026390	1	122371115	122401661	-1
ENSMUSG00000070528	7	67898246	67898461	-1
ENSMUSG00000086926	7	66092163	66093308	-1
ENSMUSG00000061126	17	32605404	32630265	1
ENSMUSG00000020722	11	107564532	107577836	-1
ENSMUSG00000026709	1	162970732	163000789	-1
ENSMUSG00000058444	9	63011576	63225659	-1
ENSMUSG00000029507	5	111202686	111209678	-1
ENSMUSG00000075063	2	90092226	90093143	-1
ENSMUSG00000028412	4	53453285	53635350	1
ENSMUSG00000050883	1	161974715	162001640	1
ENSMUSG00000075108	2	88841505	88842447	-1
ENSMUSG00000022359	15	57972963	57990207	1
ENSMUSG00000024032	17	31298341	31301998	-1
ENSMUSG00000090727	7	8063378	8089166	-1
ENSMUSG00000024030	17	31194643	31252722	1
ENSMUSG00000066092	7	151949044	151950387	1
ENSMUSG00000075176	2	86497672	86498613	-1
ENSMUSG00000075179	2	86378123	86382637	-1
ENSMUSG00000075182	2	86285170	86286161	-1
ENSMUSG00000037443	4	133685773	133743027	-1
ENSMUSG00000045392	2	85874922	85884965	1
ENSMUSG00000059994	3	87180309	87196055	1
ENSMUSG00000091059	5	109644521	109653641	-1
ENSMUSG00000037541	7	151187833	151610399	1
ENSMUSG00000032323	9	57862820	57874827	1
ENSMUSG00000060317	4	49392712	49421023	-1
ENSMUSG00000024479	15	54402921	54434401	1
ENSMUSG00000059119	7	150699484	150734997	-1
ENSMUSG00000046456	7	4658434	4676851	-1
ENSMUSG00000048388	2	83652793	83723643	1
ENSMUSG00000039316	17	50131582	50329999	-1
ENSMUSG00000025963	1	63745393	63776892	-1
ENSMUSG00000033222	3	100742783	100773586	-1
ENSMUSG00000089679	19	53893844	53899618	-1
ENSMUSG00000066232	7	117161939	117198628	1
ENSMUSG00000028857	4	132821960	132833707	-1
ENSMUSG00000022048	14	67421701	67487525	-1
ENSMUSG00000058078	19	13951941	13952743	1
ENSMUSG00000050288	11	102465745	102469372	1
ENSMUSG00000033752	3	83891856	83959708	-1
ENSMUSG00000078810	7	4320315	4349346	-1
ENSMUSG00000084981	19	12780545	12795737	-1
ENSMUSG00000027869	3	98609427	98618366	-1
ENSMUSG00000051920	15	42852357	43002364	-1
ENSMUSG00000042751	1	154802231	154966390	1
ENSMUSG00000035187	5	102088233	102093730	-1
ENSMUSG00000050830	11	11014226	11168934	1
ENSMUSG00000083139	4	84561800	84562741	1
ENSMUSG00000079242	15	89260020	89261299	1
ENSMUSG00000025652	9	108816950	108817894	1
ENSMUSG00000025969	1	62749859	62865269	1
ENSMUSG00000023353	5	23957995	24007865	1
ENSMUSG00000085840	4	78305762	78307492	-1
ENSMUSG00000039016	9	50412006	50413425	1
ENSMUSG00000073892	7	115077036	115077968	1
ENSMUSG00000050425	7	55806338	55813456	-1
ENSMUSG00000028089	3	97364665	97414126	-1
ENSMUSG00000025094	19	59335368	59370502	1
ENSMUSG00000084937	4	70736143	70792167	-1
ENSMUSG00000024175	17	25608535	25613539	1
ENSMUSG00000054156	9	49076677	49086888	1
ENSMUSG00000091291	3	80719733	80721354	1
ENSMUSG00000028884	4	132324247	132334667	1
ENSMUSG00000056399	17	25435339	25437106	1
ENSMUSG00000081503	4	63323389	63324410	-1
ENSMUSG00000084782	4	63257936	63266295	-1
ENSMUSG00000047507	17	25379604	25393309	-1
ENSMUSG00000066687	9	48462416	48644050	-1
ENSMUSG00000073901	7	113988127	113989086	1
ENSMUSG00000052908	7	113933563	113934513	-1
ENSMUSG00000028098	3	96531534	96595078	1
ENSMUSG00000053541	7	113565064	113584587	-1
ENSMUSG00000082425	4	61195262	61198005	1
ENSMUSG00000022033	14	66424674	66436659	1
ENSMUSG00000082704	4	55129435	55129795	1
ENSMUSG00000083735	4	53321098	53321544	1
ENSMUSG00000026331	1	98955615	99024830	-1
ENSMUSG00000082384	4	48820009	48820263	1
ENSMUSG00000038403	3	96329108	96333139	1
ENSMUSG00000081152	4	47466504	47467825	1
ENSMUSG00000085990	4	46548773	46552674	1
ENSMUSG00000087383	4	46312879	46358387	-1
ENSMUSG00000055452	7	3108535	3111950	-1
ENSMUSG00000037627	15	35939245	36052087	-1
ENSMUSG00000029014	5	21263085	21291069	-1
ENSMUSG00000035078	14	64142453	64162790	-1
ENSMUSG00000015363	15	88905554	88917507	1
ENSMUSG00000059768	7	112274886	112276919	-1
ENSMUSG00000028407	4	40216602	40217973	1
ENSMUSG00000032936	9	107838251	107852022	1
ENSMUSG00000084073	4	28518803	28519721	-1
ENSMUSG00000082703	4	28280933	28281939	1
ENSMUSG00000084163	4	27470325	27470761	1
ENSMUSG00000002771	7	53087253	53126298	-1
ENSMUSG00000078284	1	145452292	145453738	-1
ENSMUSG00000015748	3	95634047	95659808	-1
ENSMUSG00000042909	7	111327970	111328920	-1
ENSMUSG00000083572	4	17183248	17183508	-1
ENSMUSG00000051618	7	111289137	111291793	-1
ENSMUSG00000023120	4	129886353	129899645	-1
ENSMUSG00000079662	17	24340793	24346332	-1
ENSMUSG00000061601	5	14514918	14863457	1
ENSMUSG00000073933	7	111151773	111152738	1
ENSMUSG00000024121	17	24300833	24306647	-1
ENSMUSG00000032109	9	44060796	44076682	-1
ENSMUSG00000086227	4	13003287	13023953	1
ENSMUSG00000036820	17	24292800	24300733	-1
ENSMUSG00000026365	1	141982432	142079988	-1
ENSMUSG00000055978	7	52903965	52921764	-1
ENSMUSG00000047545	7	110888715	110889836	-1
ENSMUSG00000073942	7	110865110	110866060	1
ENSMUSG00000048764	5	86950923	87061449	-1
ENSMUSG00000091272	3	68671839	68674188	-1
ENSMUSG00000079451	5	86914901	86947625	-1
ENSMUSG00000061259	5	86731242	86802445	-1
ENSMUSG00000085394	4	3583655	3590255	1
ENSMUSG00000073950	7	110486526	110487575	1
ENSMUSG00000083489	4	3313993	3315838	1
ENSMUSG00000073952	7	110468900	110469951	1
ENSMUSG00000063681	1	141093633	141273677	-1
ENSMUSG00000028782	4	129662114	129699877	1
ENSMUSG00000043747	17	23841455	23859750	-1
ENSMUSG00000030825	7	52810263	52822688	1
ENSMUSG00000032018	9	42062260	42072383	-1
ENSMUSG00000049404	3	67282894	67319445	-1
ENSMUSG00000074422	5	85680725	85681837	1
ENSMUSG00000042476	5	8893717	8959225	1
ENSMUSG00000073954	7	110368157	110369243	1
ENSMUSG00000074415	9	41388824	41400910	1
ENSMUSG00000057461	7	110321205	110322149	-1
ENSMUSG00000078080	7	110246257	110247213	1
ENSMUSG00000047557	3	67261920	67267848	-1
ENSMUSG00000022432	15	84895121	84962387	-1
ENSMUSG00000073964	7	110048856	110049900	1
ENSMUSG00000091441	7	148215030	148215519	1
ENSMUSG00000070423	7	109850845	109860568	1
ENSMUSG00000032021	9	40780881	40812669	-1
ENSMUSG00000072675	14	26938341	26948499	1
ENSMUSG00000028795	4	129296518	129301191	-1
ENSMUSG00000073444	17	22738115	22756100	1
ENSMUSG00000073445	17	22684908	22710240	-1
ENSMUSG00000025491	7	148153120	148155724	1
ENSMUSG00000044501	17	22498420	22514248	1
ENSMUSG00000073974	7	109736255	109737333	-1
ENSMUSG00000028798	4	129269204	129277892	-1
ENSMUSG00000073978	7	109690452	109691384	1
ENSMUSG00000090544	15	26955056	26956010	1
ENSMUSG00000074414	3	95111594	95119039	-1
ENSMUSG00000047793	1	95132418	95197642	1
ENSMUSG00000026394	1	140170315	140186037	1
ENSMUSG00000032024	9	40494045	40593402	1
ENSMUSG00000072211	17	21289526	21291052	1
ENSMUSG00000030987	7	109416338	109585362	1
ENSMUSG00000049134	19	56394525	56464527	-1
ENSMUSG00000000411	4	129166258	129168266	-1
ENSMUSG00000062165	17	21050169	21051327	-1
ENSMUSG00000038712	3	95085267	95100088	1
ENSMUSG00000091259	17	20710793	20733223	-1
ENSMUSG00000043537	17	20639263	20640159	1
ENSMUSG00000022244	15	10911511	10926379	1
ENSMUSG00000090884	17	19797363	19831712	1
ENSMUSG00000057572	4	129012939	129031791	1
ENSMUSG00000045551	17	18013435	18020904	-1
ENSMUSG00000044292	9	39801397	39802332	1
ENSMUSG00000051493	9	39749800	39750879	1
ENSMUSG00000041483	1	138521478	138526630	1
ENSMUSG00000092094	5	6769030	6876523	-1
ENSMUSG00000050390	4	128896822	128938648	-1
ENSMUSG00000051223	1	58449980	58463392	1
ENSMUSG00000023846	17	17511296	17531862	1
ENSMUSG00000059595	9	38802092	38803018	-1
ENSMUSG00000048027	17	15941626	15963550	-1
ENSMUSG00000038801	7	148031464	148032667	1
ENSMUSG00000064333	9	38684711	38685761	1
ENSMUSG00000043911	9	38622993	38624124	1
ENSMUSG00000025479	7	147949638	147960874	1
ENSMUSG00000052759	1	138155491	138157450	-1
ENSMUSG00000066123	7	147837857	147838858	1
ENSMUSG00000050796	4	155363575	155366787	-1
ENSMUSG00000056883	7	147652057	147653108	1
ENSMUSG00000040473	5	5579278	5664239	-1
ENSMUSG00000045091	1	94902911	94908846	1
ENSMUSG00000058270	9	38137077	38138144	1
ENSMUSG00000045528	9	37987456	37988406	-1
ENSMUSG00000059275	9	37916273	37917217	1
ENSMUSG00000079666	5	5437827	5479143	-1
ENSMUSG00000058130	9	37854809	37855895	1
ENSMUSG00000066747	9	37726133	37727197	1
ENSMUSG00000046095	11	99942162	99949540	-1
ENSMUSG00000014773	17	15504318	15513836	-1
ENSMUSG00000078262	11	99646514	99647572	1
ENSMUSG00000078272	11	99571383	99571532	-1
ENSMUSG00000078275	11	99557563	99557712	-1
ENSMUSG00000069718	11	99519256	99520273	-1
ENSMUSG00000078130	11	99510913	99511550	-1
ENSMUSG00000062278	11	99480933	99481749	-1
ENSMUSG00000058725	11	99471108	99471503	-1
ENSMUSG00000028794	4	128432608	128446542	1
ENSMUSG00000041642	1	138027966	138074591	1
ENSMUSG00000046991	17	14966338	15071658	-1
ENSMUSG00000016763	15	83433013	83555451	-1
ENSMUSG00000022191	15	12754570	12865045	1
ENSMUSG00000035831	11	99176830	99184265	-1
ENSMUSG00000020913	11	99141273	99146576	-1
ENSMUSG00000038292	7	52439046	52460262	-1
ENSMUSG00000047767	7	108437906	108450765	-1
ENSMUSG00000073458	17	13414054	13420524	1
ENSMUSG00000003423	7	52409673	52415439	1
ENSMUSG00000032116	9	36538860	36575264	-1
ENSMUSG00000022875	16	23057938	23082141	1
ENSMUSG00000060459	16	22985927	23029174	-1
ENSMUSG00000091860	NT_166361	143641	144642	-1
ENSMUSG00000022871	16	22918455	22939839	1
ENSMUSG00000055763	13	66108671	66109357	1
ENSMUSG00000026313	1	93829334	94044970	-1
ENSMUSG00000073617	1	93825362	93827753	-1
ENSMUSG00000046108	8	124945920	124947539	1
ENSMUSG00000031422	X	133267481	133278229	-1
ENSMUSG00000079760	NT_166333	8414	31969	-1
ENSMUSG00000051985	1	137850155	137902919	-1
ENSMUSG00000089875	13	59871326	59875041	1
ENSMUSG00000090431	NT_166421	430738	431820	1
ENSMUSG00000085126	11	121664421	121671633	1
ENSMUSG00000083137	11	120953706	120953873	-1
ENSMUSG00000035179	19	10548747	10557387	-1
ENSMUSG00000026311	1	93437142	93456167	1
ENSMUSG00000008318	7	107994362	108011960	-1
ENSMUSG00000086929	11	120350720	120353708	-1
ENSMUSG00000024743	19	10463580	10527671	1
ENSMUSG00000075389	11	120046714	120051166	-1
ENSMUSG00000022861	16	22466644	22657304	-1
ENSMUSG00000078676	11	98666219	98695128	1
ENSMUSG00000083870	11	119507500	119507944	-1
ENSMUSG00000029070	4	155213789	155218197	1
ENSMUSG00000024786	19	6184388	6224225	1
ENSMUSG00000027823	3	63780028	63826501	1
ENSMUSG00000035142	12	53198724	53413731	1
ENSMUSG00000085434	11	117732564	117748730	1
ENSMUSG00000025475	7	147020073	147063987	1
ENSMUSG00000056777	7	146905298	146905780	1
ENSMUSG00000089726	14	115442101	115445949	1
ENSMUSG00000038894	8	10986980	11008458	-1
ENSMUSG00000020889	11	98629246	98636647	-1
ENSMUSG00000005360	15	8584124	8660764	-1
ENSMUSG00000049517	13	91062727	91064329	1
ENSMUSG00000065990	4	155205381	155207239	1
ENSMUSG00000054391	14	100612361	100645499	1
ENSMUSG00000083237	11	114770045	114770499	1
ENSMUSG00000058756	11	98601952	98630320	1
ENSMUSG00000021973	14	58535117	58618099	-1
ENSMUSG00000090216	14	72989559	73003174	1
ENSMUSG00000052456	8	87541833	87549177	-1
ENSMUSG00000083090	11	113618016	113618520	1
ENSMUSG00000078251	11	113329291	113333328	1
ENSMUSG00000090285	NT_166307	93815	95806	-1
ENSMUSG00000079674	NT_053651	3238	3747	-1
ENSMUSG00000071960	Y	2156899	2168120	1
ENSMUSG00000059481	17	12571475	12612250	1
ENSMUSG00000062152	8	4861169	4861651	1
ENSMUSG00000058748	8	4625840	4629380	1
ENSMUSG00000024799	19	6062821	6068373	-1
ENSMUSG00000067071	1	93308060	93310615	-1
ENSMUSG00000014426	17	12420489	12511614	-1
ENSMUSG00000081995	11	107192022	107192372	1
ENSMUSG00000058252	X	132189237	132228329	-1
ENSMUSG00000087596	11	107018722	107028464	1
ENSMUSG00000084930	11	106675984	106677322	-1
ENSMUSG00000003421	7	52317799	52333873	1
ENSMUSG00000081270	11	105737219	105738227	1
ENSMUSG00000083465	11	105634832	105636098	1
ENSMUSG00000081965	11	105026090	105027934	-1
ENSMUSG00000080694	11	104789530	104790118	1
ENSMUSG00000046173	17	9859362	9862569	-1
ENSMUSG00000007837	7	52308983	52318047	-1
ENSMUSG00000004937	10	80506820	80522923	-1
ENSMUSG00000085594	11	101747551	101752520	1
ENSMUSG00000091189	14	52373180	52373624	1
ENSMUSG00000084890	11	99278270	99286811	1
ENSMUSG00000079650	X	31264161	31430575	-1
ENSMUSG00000056673	Y	234231	280254	1
ENSMUSG00000071653	19	8963393	8965230	1
ENSMUSG00000022453	15	82159962	82169256	-1
ENSMUSG00000087042	11	97380926	97383209	-1
ENSMUSG00000081860	11	96898321	96898797	1
ENSMUSG00000087067	11	96881822	96887562	-1
ENSMUSG00000043441	3	62332999	62409062	-1
ENSMUSG00000078522	NT_161866	843688	869704	1
ENSMUSG00000090434	NT_161866	11575	12243	1
ENSMUSG00000025478	7	146271900	146288603	1
ENSMUSG00000062312	11	98273784	98299030	1
ENSMUSG00000068101	15	82064209	82075177	-1
ENSMUSG00000009418	1	137331157	137481932	-1
ENSMUSG00000090288	NT_165792	223753	226080	1
ENSMUSG00000091495	NT_165796	472039	472719	1
ENSMUSG00000079784	NT_165796	246965	271574	1
ENSMUSG00000091011	14	45397138	45399437	1
ENSMUSG00000052126	17	8231412	8294068	-1
ENSMUSG00000047248	7	107520743	107618668	1
ENSMUSG00000059406	10	80342465	80362186	1
ENSMUSG00000022463	15	81977696	82035806	1
ENSMUSG00000046352	14	57717437	57723539	-1
ENSMUSG00000074829	NT_166313	203986	206467	-1
ENSMUSG00000021047	12	47795504	47919762	-1
ENSMUSG00000090276	NT_161877	520770	523098	1
ENSMUSG00000086193	11	87825493	87861508	-1
ENSMUSG00000024650	19	8692486	8702789	1
ENSMUSG00000083135	11	87745489	87745661	1
ENSMUSG00000090032	11	87728067	87730187	-1
ENSMUSG00000004054	19	5689131	5702862	1
ENSMUSG00000079785	NT_166434	1	1133	-1
ENSMUSG00000086199	11	85515702	85533246	-1
ENSMUSG00000080791	11	85030099	85030556	1
ENSMUSG00000021945	14	57505490	57579182	1
ENSMUSG00000090787	NT_166404	14189	14872	1
